Time,Horizon,Shot_duration,Model_Detail,Problem,NumShotsInSummary,counter wrac1_y_wrbc1,counter wrbc1_b_wrcc1,counter wrcc1_x_wrdc1,counter wrdc1_b_wrec1,counter wrec1_y_wrfc1,Total,Encoding
336.52,900,300.0,1,./Instancesv2/sippv2/fixlen4/26eve/p02[count=350].lp,3.0,30825560.0,21484800.0,,,,52310360.0,multi_shot
0.0,900,300.0,1,./Instancesv2/sippv2/fixlen4/26eve/p03[count=350].lp,,,,,,,,multi_shot
110.38,900,300.0,1,./Instancesv2/sippv2/fixlen4/26eve/p04[count=350].lp,3.0,29551120.0,19584000.0,22047180.0,20159400.0,,91341700.0,multi_shot
148.84,900,300.0,1,./Instancesv2/sippv2/fixlen4/26eve/p05[count=350].lp,3.0,31790780.0,21715200.0,22870120.0,21215900.0,24943000.0,122535000.0,multi_shot
0.0,900,300.0,1,./Instancesv2/sippv2/fixlen4/muse/p01[count=350].lp,,,,,,,,multi_shot
671.21,900,300.0,1,./Instancesv2/sippv2/fixlen4/muse/p02[count=350].lp,3.0,26987000.0,19502000.0,,,,46489000.0,multi_shot
23.7,900,300.0,1,./Instancesv2/sippv2/fixlen4/muse/p03[count=350].lp,3.0,28956700.0,20929800.0,24949800.0,,,74836300.0,multi_shot
0.0,900,300.0,1,./Instancesv2/sippv2/fixlen4/muse/p04[count=350].lp,,,,,,,,multi_shot
72.03,900,300.0,1,./Instancesv2/sippv2/fixlen4/muse/p05[count=350].lp,3.0,28163200.0,20527700.0,24482800.0,33449400.0,35772600.0,142395700.0,multi_shot
0.0,900,300.0,2,./Instancesv2/sippv2/fixlen4/26eve/p01[count=350].lp,,,,,,,,multi_shot
0.0,900,300.0,2,./Instancesv2/sippv2/fixlen4/26eve/p02[count=350].lp,,,,,,,,multi_shot
0.0,900,300.0,2,./Instancesv2/sippv2/fixlen4/26eve/p03[count=350].lp,,,,,,,,multi_shot
0.0,900,300.0,2,./Instancesv2/sippv2/fixlen4/26eve/p04[count=350].lp,,,,,,,,multi_shot
0.0,900,300.0,2,./Instancesv2/sippv2/fixlen4/26eve/p05[count=350].lp,,,,,,,,multi_shot
0.0,900,300.0,2,./Instancesv2/sippv2/fixlen4/muse/p01[count=350].lp,,,,,,,,multi_shot
342.62,900,300.0,2,./Instancesv2/sippv2/fixlen4/muse/p02[count=350].lp,3.0,27786600.0,20526700.0,,,,48313300.0,multi_shot
0.0,900,300.0,2,./Instancesv2/sippv2/fixlen4/muse/p03[count=350].lp,,,,,,,,multi_shot
0.0,900,300.0,2,./Instancesv2/sippv2/fixlen4/muse/p04[count=350].lp,,,,,,,,multi_shot
0.0,900,300.0,2,./Instancesv2/sippv2/fixlen4/muse/p05[count=350].lp,,,,,,,,multi_shot
0.0,900,300.0,0,./Instancesv2/sippv2/fixlen4/26eve/p01[count=350].lp,,,,,,,,multi_shot
0.0,900,300.0,0,./Instancesv2/sippv2/fixlen4/26eve/p02[count=350].lp,,,,,,,,multi_shot
0.0,900,300.0,0,./Instancesv2/sippv2/fixlen4/26eve/p03[count=350].lp,,,,,,,,multi_shot
0.0,900,300.0,0,./Instancesv2/sippv2/fixlen4/26eve/p04[count=350].lp,,,,,,,,multi_shot
0.0,900,300.0,0,./Instancesv2/sippv2/fixlen4/26eve/p05[count=350].lp,,,,,,,,multi_shot
0.0,900,300.0,0,./Instancesv2/sippv2/fixlen4/muse/p01[count=350].lp,,,,,,,,multi_shot
0.0,900,300.0,0,./Instancesv2/sippv2/fixlen4/muse/p02[count=350].lp,,,,,,,,multi_shot
0.0,900,300.0,0,./Instancesv2/sippv2/fixlen4/muse/p03[count=350].lp,,,,,,,,multi_shot
0.0,900,300.0,0,./Instancesv2/sippv2/fixlen4/muse/p04[count=350].lp,,,,,,,,multi_shot
0.0,900,300.0,0,./Instancesv2/sippv2/fixlen4/muse/p05[count=350].lp,,,,,,,,multi_shot
154.58,900,450.0,1,./Instancesv2/sippv2/fixlen4/26eve/p01[count=350].lp,2.0,30805200.0,,,,,30805200.0,multi_shot
0.0,900,450.0,1,./Instancesv2/sippv2/fixlen4/26eve/p02[count=350].lp,,,,,,,,multi_shot
185.14,900,450.0,1,./Instancesv2/sippv2/fixlen4/26eve/p03[count=350].lp,2.0,30708060.0,20448000.0,22270680.0,,,73426740.0,multi_shot
63.45,900,450.0,1,./Instancesv2/sippv2/fixlen4/26eve/p04[count=350].lp,2.0,29165020.0,19180800.0,21644880.0,19766100.0,,89756800.0,multi_shot
684.8,900,450.0,1,./Instancesv2/sippv2/fixlen4/26eve/p05[count=350].lp,2.0,29324900.0,19814400.0,22581280.0,20612000.0,24283800.0,116616380.0,multi_shot
179.89,900,450.0,1,./Instancesv2/sippv2/fixlen4/muse/p01[count=350].lp,2.0,28632600.0,,,,,28632600.0,multi_shot
0.0,900,450.0,1,./Instancesv2/sippv2/fixlen4/muse/p02[count=350].lp,,,,,,,,multi_shot
0.0,900,450.0,1,./Instancesv2/sippv2/fixlen4/muse/p03[count=350].lp,,,,,,,,multi_shot
35.44,900,450.0,1,./Instancesv2/sippv2/fixlen4/muse/p04[count=350].lp,2.0,28832700.0,20316800.0,24296000.0,33449400.0,,106894900.0,multi_shot
40.24,900,450.0,1,./Instancesv2/sippv2/fixlen4/muse/p05[count=350].lp,2.0,27487900.0,20465400.0,24856400.0,31150600.0,33300600.0,137260900.0,multi_shot
0.0,900,450.0,2,./Instancesv2/sippv2/fixlen4/26eve/p01[count=350].lp,,,,,,,,multi_shot
0.0,900,450.0,2,./Instancesv2/sippv2/fixlen4/26eve/p02[count=350].lp,,,,,,,,multi_shot
293.71,900,450.0,2,./Instancesv2/sippv2/fixlen4/26eve/p03[count=350].lp,2.0,31511640.0,21715200.0,22870120.0,,,76096960.0,multi_shot
809.4,900,450.0,2,./Instancesv2/sippv2/fixlen4/26eve/p04[count=350].lp,2.0,28948160.0,19814400.0,22686720.0,21178200.0,,92627480.0,multi_shot
404.49,900,450.0,2,./Instancesv2/sippv2/fixlen4/26eve/p05[count=350].lp,2.0,30974120.0,21484800.0,22870120.0,21375900.0,24531000.0,121235940.0,multi_shot
327.58,900,450.0,2,./Instancesv2/sippv2/fixlen4/muse/p01[count=350].lp,2.0,27412300.0,,,,,27412300.0,multi_shot
136.75,900,450.0,2,./Instancesv2/sippv2/fixlen4/muse/p02[count=350].lp,2.0,28986500.0,20856900.0,,,,49843400.0,multi_shot
0.0,900,450.0,2,./Instancesv2/sippv2/fixlen4/muse/p03[count=350].lp,,,,,,,,multi_shot
0.0,900,450.0,2,./Instancesv2/sippv2/fixlen4/muse/p04[count=350].lp,,,,,,,,multi_shot
59.45,900,450.0,2,./Instancesv2/sippv2/fixlen4/muse/p05[count=350].lp,2.0,28697900.0,20846300.0,24856400.0,30986400.0,33300600.0,138687600.0,multi_shot
0.0,900,450.0,0,./Instancesv2/sippv2/fixlen4/26eve/p01[count=350].lp,,,,,,,,multi_shot
0.0,900,450.0,0,./Instancesv2/sippv2/fixlen4/26eve/p02[count=350].lp,,,,,,,,multi_shot
0.0,900,450.0,0,./Instancesv2/sippv2/fixlen4/26eve/p03[count=350].lp,,,,,,,,multi_shot
0.0,900,450.0,0,./Instancesv2/sippv2/fixlen4/26eve/p04[count=350].lp,,,,,,,,multi_shot
0.0,900,450.0,0,./Instancesv2/sippv2/fixlen4/26eve/p05[count=350].lp,,,,,,,,multi_shot
0.0,900,450.0,0,./Instancesv2/sippv2/fixlen4/muse/p01[count=350].lp,,,,,,,,multi_shot
0.0,900,450.0,0,./Instancesv2/sippv2/fixlen4/muse/p02[count=350].lp,,,,,,,,multi_shot
0.0,900,450.0,0,./Instancesv2/sippv2/fixlen4/muse/p03[count=350].lp,,,,,,,,multi_shot
0.0,900,450.0,0,./Instancesv2/sippv2/fixlen4/muse/p04[count=350].lp,,,,,,,,multi_shot
0.0,900,450.0,0,./Instancesv2/sippv2/fixlen4/muse/p05[count=350].lp,,,,,,,,multi_shot
42.883,600,,1,./Instancesv2/sippv2/fixlen4/26eve/p01[count=350].lp,,21777260.0,,,,,21777260.0,clingcon
104.994,600,,1,./Instancesv2/sippv2/fixlen4/26eve/p02[count=350].lp,,21220740.0,13536000.0,,,,34756740.0,clingcon
10.172,600,,1,./Instancesv2/sippv2/fixlen4/26eve/p03[count=350].lp,,21965300.0,14630400.0,15025920.0,,,51621620.0,clingcon
44.784,600,,1,./Instancesv2/sippv2/fixlen4/26eve/p04[count=350].lp,,21805740.0,14630400.0,15025920.0,15420900.0,,66882960.0,clingcon
59.594,600,,1,./Instancesv2/sippv2/fixlen4/26eve/p05[count=350].lp,,21965300.0,14572800.0,15025920.0,15420900.0,18739700.0,85724620.0,clingcon
9.01,600,,1,./Instancesv2/sippv2/fixlen4/muse/p01[count=350].lp,,19400900.0,,,,,19400900.0,clingcon
8.932,600,,1,./Instancesv2/sippv2/fixlen4/muse/p02[count=350].lp,,19400900.0,14154000.0,,,,33554900.0,clingcon
8.888,600,,1,./Instancesv2/sippv2/fixlen4/muse/p03[count=350].lp,,19400900.0,14154000.0,16680000.0,,,50234900.0,clingcon
8.189,600,,1,./Instancesv2/sippv2/fixlen4/muse/p04[count=350].lp,,19400900.0,14154000.0,16680000.0,21493500.0,,71728400.0,clingcon
8.745,600,,1,./Instancesv2/sippv2/fixlen4/muse/p05[count=350].lp,,19400900.0,14154000.0,16680000.0,21493500.0,23012600.0,94741000.0,clingcon
56.023,600,,2,./Instancesv2/sippv2/fixlen4/26eve/p01[count=350].lp,,21529960.0,,,,,42898460.0,clingcon
230.662,600,,2,./Instancesv2/sippv2/fixlen4/26eve/p02[count=350].lp,,21965300.0,14745600.0,,,,73249000.0,clingcon
26.142,600,,2,./Instancesv2/sippv2/fixlen4/26eve/p03[count=350].lp,,22018000.0,14342400.0,15025920.0,,,101568280.0,clingcon
0.0,600,,2,./Instancesv2/sippv2/fixlen4/26eve/p04[count=350].lp,,,,,,,,clingcon
27.92,600,,2,./Instancesv2/sippv2/fixlen4/26eve/p05[count=350].lp,,22037740.0,14918400.0,15025920.0,15360800.0,18739700.0,171819520.0,clingcon
85.596,600,,2,./Instancesv2/sippv2/fixlen4/muse/p01[count=350].lp,,19495700.0,,,,,38896600.0,clingcon
99.035,600,,2,./Instancesv2/sippv2/fixlen4/muse/p02[count=350].lp,,19495700.0,14154000.0,,,,67204600.0,clingcon
73.836,600,,2,./Instancesv2/sippv2/fixlen4/muse/p03[count=350].lp,,19495700.0,14154000.0,16680000.0,,,100564600.0,clingcon
9.508,600,,2,./Instancesv2/sippv2/fixlen4/muse/p04[count=350].lp,,19400900.0,14154000.0,16680000.0,21657700.0,,143621000.0,clingcon
9.929,600,,2,./Instancesv2/sippv2/fixlen4/muse/p05[count=350].lp,,19400900.0,14154000.0,16680000.0,21657700.0,23177400.0,189811000.0,clingcon
153.592,600,,0,./Instancesv2/sippv2/fixlen4/26eve/p01[count=350].lp,,22037740.0,,,,,130327340.0,clingcon
0.0,600,,0,./Instancesv2/sippv2/fixlen4/26eve/p02[count=350].lp,,,,,,,,clingcon
0.0,600,,0,./Instancesv2/sippv2/fixlen4/26eve/p03[count=350].lp,,,,,,,,clingcon
0.0,600,,0,./Instancesv2/sippv2/fixlen4/26eve/p04[count=350].lp,,,,,,,,clingcon
0.0,600,,0,./Instancesv2/sippv2/fixlen4/26eve/p05[count=350].lp,,,,,,,,clingcon
457.693,600,,0,./Instancesv2/sippv2/fixlen4/muse/p01[count=350].lp,,19527400.0,,,,,58424000.0,clingcon
783.662,600,,0,./Instancesv2/sippv2/fixlen4/muse/p02[count=350].lp,,19527400.0,14337900.0,,,,202271100.0,clingcon
0.0,600,,0,./Instancesv2/sippv2/fixlen4/muse/p03[count=350].lp,,,,,,,,clingcon
0.0,600,,0,./Instancesv2/sippv2/fixlen4/muse/p04[count=350].lp,,,,,,,,clingcon
0.0,600,,0,./Instancesv2/sippv2/fixlen4/muse/p05[count=350].lp,,,,,,,,clingcon
15.045,900,,1,./Instancesv2/sippv2/fixlen4/26eve/p01[count=350].lp,,30830640.0,,,,,30830640.0,clingcon
15.015,900,,1,./Instancesv2/sippv2/fixlen4/26eve/p02[count=350].lp,,30830640.0,21196800.0,,,,52027440.0,clingcon
14.629,900,,1,./Instancesv2/sippv2/fixlen4/26eve/p03[count=350].lp,,30830640.0,21196800.0,22538880.0,,,74566320.0,clingcon
14.395,900,,1,./Instancesv2/sippv2/fixlen4/26eve/p04[count=350].lp,,30830640.0,21196800.0,22538880.0,20943600.0,,95509920.0,clingcon
14.637,900,,1,./Instancesv2/sippv2/fixlen4/26eve/p05[count=350].lp,,30830640.0,21196800.0,22538880.0,20943600.0,24531000.0,120040920.0,clingcon
13.043,900,,1,./Instancesv2/sippv2/fixlen4/muse/p01[count=350].lp,,29026200.0,,,,,29026200.0,clingcon
13.58,900,,1,./Instancesv2/sippv2/fixlen4/muse/p02[count=350].lp,,29026200.0,20929800.0,,,,49956000.0,clingcon
13.379,900,,1,./Instancesv2/sippv2/fixlen4/muse/p03[count=350].lp,,29026200.0,20929800.0,24949800.0,,,74905800.0,clingcon
12.575,900,,1,./Instancesv2/sippv2/fixlen4/muse/p04[count=350].lp,,29026200.0,20929800.0,24949800.0,33203100.0,,108108900.0,clingcon
13.022,900,,1,./Instancesv2/sippv2/fixlen4/muse/p05[count=350].lp,,29026200.0,20929800.0,24949800.0,33203100.0,35525400.0,143634300.0,clingcon
0.0,900,,2,./Instancesv2/sippv2/fixlen4/26eve/p01[count=350].lp,,,,,,,,clingcon
0.0,900,,2,./Instancesv2/sippv2/fixlen4/26eve/p02[count=350].lp,,,,,,,,clingcon
0.0,900,,2,./Instancesv2/sippv2/fixlen4/26eve/p03[count=350].lp,,,,,,,,clingcon
0.0,900,,2,./Instancesv2/sippv2/fixlen4/26eve/p04[count=350].lp,,,,,,,,clingcon
16.816,900,,2,./Instancesv2/sippv2/fixlen4/26eve/p05[count=350].lp,,30830640.0,21196800.0,22538880.0,20943600.0,24695800.0,240246640.0,clingcon
0.0,900,,2,./Instancesv2/sippv2/fixlen4/muse/p01[count=350].lp,,,,,,,,clingcon
0.0,900,,2,./Instancesv2/sippv2/fixlen4/muse/p02[count=350].lp,,,,,,,,clingcon
0.0,900,,2,./Instancesv2/sippv2/fixlen4/muse/p03[count=350].lp,,,,,,,,clingcon
16.58,900,,2,./Instancesv2/sippv2/fixlen4/muse/p04[count=350].lp,,29026200.0,20929800.0,24949800.0,33367300.0,,216382000.0,clingcon
16.749,900,,2,./Instancesv2/sippv2/fixlen4/muse/p05[count=350].lp,,29026200.0,20929800.0,24949800.0,33367300.0,35690200.0,287597600.0,clingcon
0.0,900,,0,./Instancesv2/sippv2/fixlen4/26eve/p01[count=350].lp,,,,,,,,clingcon
0.0,900,,0,./Instancesv2/sippv2/fixlen4/26eve/p02[count=350].lp,,,,,,,,clingcon
0.0,900,,0,./Instancesv2/sippv2/fixlen4/26eve/p03[count=350].lp,,,,,,,,clingcon
0.0,900,,0,./Instancesv2/sippv2/fixlen4/26eve/p04[count=350].lp,,,,,,,,clingcon
0.0,900,,0,./Instancesv2/sippv2/fixlen4/26eve/p05[count=350].lp,,,,,,,,clingcon
0.0,900,,0,./Instancesv2/sippv2/fixlen4/muse/p01[count=350].lp,,,,,,,,clingcon
0.0,900,,0,./Instancesv2/sippv2/fixlen4/muse/p02[count=350].lp,,,,,,,,clingcon
0.0,900,,0,./Instancesv2/sippv2/fixlen4/muse/p03[count=350].lp,,,,,,,,clingcon
0.0,900,,0,./Instancesv2/sippv2/fixlen4/muse/p04[count=350].lp,,,,,,,,clingcon
0.0,900,,0,./Instancesv2/sippv2/fixlen4/muse/p05[count=350].lp,,,,,,,,clingcon
